Match,Team_Name,Match_Result,Player_Name,Hero_Name,Lane,Kill,Death,Assist,Net Worth,Last_Hit,GPM,XPM,DMG,Item1,Time1,Item2,Time2,Item3,Time3,Item4,Time4,Item5,Time5,Item6,Time6
20,PSG.LGD,0,PSG.LGD.Chalice,Nature's Prophet,Off Lane,5,6,6,16.8,310,501,415,21.5,Vladmir's Offering,7.0,Power Treads,8.0,Pipe of Insight,16.0,Magic Stick,16.0,Mjollnir,28.0,Dragon Lance,33.0
21,PSG.LGD,0,PSG.LGD.Ame,Sven,Safe Lane,7,2,8,23.3,422,617,702,14.9,Power Treads,7.0,Mask of Madness,9.0,Sange and Yasha,15.0,Black King Bar,21.0,Blink Dagger,24.0,Assault Cuirass,31.0
21,PSG.LGD,0,PSG.LGD.Maybe,Queen of Pain,Mid Lane,5,3,4,17.3,362,536,786,17.7,Magic Wand,6.0,Power Treads,10.0,Orchid Malevolence,17.0,Black King Bar,24.0,Shiva's Guard,30.0,Helm of Iron Will,37.0
21,PSG.LGD,0,PSG.LGD.xNova,Bane,Safe Lane,-,9,9,1.7,28,168,247,6.6,Boots of Speed,7.0,Cloak,17.0,Magic Wand,25.0,,,,,,
21,PSG.LGD,0,PSG.LGD.fy,Dark Willow,Roaming,5,4,7,9.2,79,319,370,12.9,Clarity,4.0,Magic Wand,11.0,Tranquil Boots,12.0,Bracer,12.0,Spirit Vessel,19.0,Eul's Scepter of Divinity,30.0
21,PSG.LGD,0,PSG.LGD.Chalice,Mars,Off Lane,2,5,5,12.4,237,394,530,15.3,Magic Wand,7.0,Phase Boots,9.0,Blink Dagger,16.0,Black King Bar,22.0,Vladmir's Offering,29.0,Glimmer Cape,38.0
22,PSG.LGD,1,PSG.LGD.Ame,Lone Druid,Safe Lane,7,3,17,28.3,429,630,712,38.5,Clarity,9.0,Enchanted Mango,21.0,Boots of Travel,49.0,,,,,,
22,PSG.LGD,1,PSG.LGD.Maybe,Nature's Prophet,Roaming,15,6,16,31.5,580,756,686,66.0,Mjollnir,18.0,Black King Bar,23.0,Silver Edge,30.0,Monkey King Bar,34.0,Satanic,42.0,Desolator,48.0
22,PSG.LGD,1,PSG.LGD.xNova,Batrider,Safe Lane,2,15,16,7.4,124,298,369,15.1,Magic Stick,0.0,Tranquil Boots,12.0,Observer and Sentry Wards,12.0,Blink Dagger,22.0,Ghost Scepter,32.0,Drum of Endurance,46.0
22,PSG.LGD,1,PSG.LGD.fy,Pangolier,Off Lane,6,10,17,18.1,204,420,602,23.5,Magic Wand,15.0,Guardian Greaves,27.0,Blink Dagger,34.0,Smoke of Deceit,34.0,Monkey King Bar,42.0,Skull Basher,49.0
22,PSG.LGD,1,PSG.LGD.Chalice,Pudge,Off Lane,3,14,25,17.6,237,476,695,19.7,Pipe of Insight,18.0,Vladmir's Offering,22.0,Lotus Orb,34.0,Blink Dagger,40.0,Boots of Travel,47.0,,
23,PSG.LGD,1,PSG.LGD.Ame,Sven,Off Lane,3,1,7,12.6,212,578,595,10.5,Quelling Blade,1.0,Power Treads,5.0,Bracer,5.0,Mask of Madness,10.0,Sange and Yasha,17.0,Blink Dagger,19.0
23,PSG.LGD,1,PSG.LGD.Maybe,Sniper,Mid Lane,7,1,9,12.5,176,556,559,15.1,Wraith Band,1.0,Wraith Band,3.0,Power Treads,8.0,Mask of Madness,10.0,Hurricane Pike,18.0,Maelstrom,23.0
23,PSG.LGD,1,PSG.LGD.xNova,Shadow Shaman,Jungle,1,3,15,4.1,41,323,285,6.3,Infused Raindrops,8.0,Magic Wand,11.0,Arcane Boots,16.0,Dust of Appearance,18.0,Void Stone,21.0,,
23,PSG.LGD,1,PSG.LGD.fy,Pangolier,Roaming,10,2,12,8.7,62,432,571,15.5,Javelin,4.0,Sentry Ward,8.0,Magic Wand,9.0,Guardian Greaves,21.0,Point Booster,23.0,,
23,PSG.LGD,1,PSG.LGD.Chalice,Centaur Warrunner,Safe Lane,6,3,12,9.7,131,455,483,9.8,Quelling Blade,2.0,Phase Boots,5.0,Magic Stick,5.0,Bracer,6.0,Vanguard,12.0,Pipe of Insight,20.0
24,PSG.LGD,1,PSG.LGD.Ame,Bounty Hunter,Safe Lane,12,9,14,18.7,113,619,668,32.2,Phase Boots,5.0,Magic Wand,6.0,Drum of Endurance,9.0,Black King Bar,17.0,Desolator,24.0,Nullifier,31.0
24,PSG.LGD,1,PSG.LGD.Maybe,Monkey King,Mid Lane,18,9,18,22.9,313,750,849,43.2,Wraith Band,1.0,Phase Boots,9.0,Radiance,17.0,Aghanim's Scepter,22.0,Black King Bar,26.0,Maelstrom,29.0
24,PSG.LGD,1,PSG.LGD.xNova,Ogre Magi,Mid Lane,4,7,25,8.0,36,357,506,16.1,Magic Wand,10.0,Soul Ring,19.0,Arcane Boots,21.0,Ghost Scepter,28.0,Meteor Hammer,33.0,,
24,PSG.LGD,1,PSG.LGD.fy,Grimstroke,Roaming,6,4,24,14.4,122,477,582,22.1,Magic Wand,10.0,Urn of Shadows,15.0,Aether Lens,17.0,Aghanim's Scepter,25.0,Gem of True Sight,30.0,Boots of Travel,31.0
24,PSG.LGD,1,PSG.LGD.Chalice,Doom,Off Lane,3,7,24,15.8,159,521,692,21.4,Phase Boots,10.0,Vladmir's Offering,12.0,Magic Wand,13.0,Crimson Guard,24.0,Black King Bar,29.0,Blink Dagger,31.0
25,PSG.LGD,1,PSG.LGD.Ame,Morphling,Safe Lane,11,0,10,15.9,204,657,754,18.6,Magic Wand,4.0,Wraith Band,4.0,Wraith Band,7.0,Power Treads,11.0,Linken's Sphere,17.0,Ethereal Blade,23.0
25,PSG.LGD,1,PSG.LGD.Maybe,Mars,Mid Lane,12,1,7,14.4,149,581,682,15.7,Bracer,5.0,Magic Wand,8.0,Phase Boots,11.0,Blink Dagger,13.0,Desolator,18.0,Black King Bar,24.0
25,PSG.LGD,1,PSG.LGD.xNova,Earth Spirit,Off Lane,4,2,21,4.8,17,307,423,10.1,Clarity,3.0,Magic Wand,12.0,Arcane Boots,17.0,Urn of Shadows,20.0,Cloak,25.0,,
25,PSG.LGD,1,PSG.LGD.fy,Rubick,Safe Lane,3,2,14,7.5,56,333,419,11.2,Boots of Speed,1.0,Magic Stick,4.0,Smoke of Deceit,10.0,Aether Lens,14.0,Blink Dagger,20.0,,
25,PSG.LGD,1,PSG.LGD.Chalice,Dark Seer,Off Lane,2,2,23,11.3,165,463,571,9.5,Soul Ring,3.0,Helm of the Dominator,7.0,Guardian Greaves,22.0,,,,,,
26,PSG.LGD,1,PSG.LGD.Ame,Sven,Safe Lane,7,4,7,17.1,303,639,722,17.2,Power Treads,3.0,Mask of Madness,10.0,Sange and Yasha,18.0,Blink Dagger,22.0,Black King Bar,27.0,Crystalys,29.0
26,PSG.LGD,1,PSG.LGD.Maybe,Templar Assassin,Mid Lane,12,3,7,20.7,343,726,818,23.4,Power Treads,7.0,Desolator,12.0,Blink Dagger,16.0,Aegis of the Immortal,18.0,Black King Bar,20.0,Butterfly,26.0
26,PSG.LGD,1,PSG.LGD.xNova,Ancient Apparition,Safe Lane,3,6,18,5.7,42,317,325,8.9,Magic Stick,10.0,Arcane Boots,16.0,Urn of Shadows,21.0,Glimmer Cape,27.0,Gem of True Sight,30.0,,
26,PSG.LGD,1,PSG.LGD.fy,Nyx Assassin,Jungle,-,4,16,7.7,20,276,555,6.1,Tranquil Boots,10.0,Magic Wand,16.0,Aghanim's Scepter,30.0,,,,,,
26,PSG.LGD,1,PSG.LGD.Chalice,Dark Seer,Jungle,6,3,16,15.6,262,547,646,13.3,Soul Ring,2.0,Helm of the Dominator,7.0,Guardian Greaves,19.0,Crimson Guard,25.0,Blink Dagger,29.0,,
27,PSG.LGD,1,PSG.LGD.Ame,Naga Siren,Safe Lane,5,1,13,20.6,345,681,734,16.2,Wraith Band,2.0,Power Treads,9.0,Manta Style,16.0,Eye of Skadi,23.0,Diffusal Blade,29.0,Eaglesong,30.0
27,PSG.LGD,1,PSG.LGD.xNova,Shadow Shaman,Safe Lane,1,4,16,5.4,32,268,416,9.9,Smoke of Deceit,2.0,Observer Ward,5.0,Tranquil Boots,14.0,Magic Wand,16.0,Aether Lens,26.0,,
27,PSG.LGD,1,PSG.LGD.fy,Pangolier,Off Lane,9,3,16,11.3,102,397,558,16.3,Javelin,5.0,Smoke of Deceit,19.0,Guardian Greaves,24.0,Blink Dagger,28.0,Blade of Alacrity,30.0,,
27,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,Mid Lane,13,0,13,18.9,265,620,747,18.4,Bottle,2.0,Power Treads,10.0,Bloodstone,18.0,Orchid Malevolence,23.0,Kaya,26.0,Black King Bar,30.0
27,PSG.LGD,1,PSG.LGD.Chalice,Mars,Off Lane,8,3,24,14.4,202,528,634,23.2,Vladmir's Offering,8.0,Phase Boots,11.0,Soul Ring,14.0,Blink Dagger,18.0,Desolator,24.0,Gem of True Sight,30.0
28,PSG.LGD,0,PSG.LGD.Ame,Bloodseeker,Safe Lane,5,7,10,17.3,289,489,606,18.1,Magic Wand,3.0,Power Treads,8.0,Blade Mail,16.0,Black King Bar,22.0,Aghanim's Scepter,31.0,Platemail,33.0
28,PSG.LGD,0,PSG.LGD.Maybe,Outworld Devourer,Mid Lane,5,7,8,20.3,359,564,616,19.0,Hand of Midas,9.0,Power Treads,11.0,Black King Bar,21.0,Scythe of Vyse,31.0,Yasha and Kaya,35.0,Blink Dagger,39.0
28,PSG.LGD,0,PSG.LGD.xNova,Disruptor,Safe Lane,1,12,6,2.8,39,190,239,11.4,Magic Stick,2.0,Wind Lace,13.0,Tranquil Boots,15.0,Cloak,39.0,,,,
28,PSG.LGD,0,PSG.LGD.fy,Io,Safe Lane,-,9,13,7.9,106,248,418,11.1,Magic Stick,1.0,Soul Ring,7.0,Urn of Shadows,13.0,Guardian Greaves,36.0,,,,
28,PSG.LGD,0,PSG.LGD.Chalice,Sand King,Off Lane,4,8,9,13.0,201,406,611,24.3,Bracer,6.0,Bracer,8.0,Blink Dagger,15.0,Tranquil Boots,17.0,Crimson Guard,24.0,Lotus Orb,35.0
29,PSG.LGD,0,PSG.LGD.Ame,Lifestealer,Safe Lane,3,5,4,22.6,408,634,728,22.1,Phase Boots,6.0,Hand of Midas,11.0,Radiance,19.0,Linken's Sphere,25.0,Skull Basher,30.0,Assault Cuirass,40.0
29,PSG.LGD,0,PSG.LGD.Maybe,Invoker,Mid Lane,9,7,7,15.4,222,484,484,25.0,Magic Wand,4.0,Phase Boots,9.0,Urn of Shadows,12.0,Hand of Midas,16.0,Aghanim's Scepter,22.0,Scythe of Vyse,37.0
29,PSG.LGD,0,PSG.LGD.xNova,Grimstroke,Roaming,1,15,17,6.0,51,307,343,12.1,Sentry Ward,1.0,Magic Wand,12.0,Enchanted Mango,13.0,Glimmer Cape,25.0,Tranquil Boots,29.0,Force Staff,41.0
29,PSG.LGD,0,PSG.LGD.fy,Shadow Demon,Off Lane,4,10,13,7.9,64,270,403,15.3,Boots of Speed,1.0,Magic Wand,11.0,Aether Lens,17.0,Wind Lace,22.0,Blink Dagger,27.0,Ghost Scepter,37.0
29,PSG.LGD,0,PSG.LGD.Chalice,Pangolier,Safe Lane,3,11,13,12.5,216,400,420,16.1,Arcane Boots,11.0,Javelin,11.0,Blink Dagger,22.0,Eul's Scepter of Divinity,27.0,Skull Basher,33.0,Point Booster,40.0
30,PSG.LGD,0,PSG.LGD.Ame,Naga Siren,Mid Lane,-,5,3,15.4,357,520,451,10.4,Wraith Band,2.0,Wraith Band,3.0,Power Treads,10.0,Manta Style,18.0,Diffusal Blade,21.0,Ultimate Orb,27.0
30,PSG.LGD,0,PSG.LGD.Maybe,Ursa,Off Lane,6,8,4,13.3,189,416,489,14.6,Phase Boots,7.0,Morbid Mask,8.0,Magic Wand,11.0,Drum of Endurance,11.0,Black King Bar,20.0,Monkey King Bar,32.0
30,PSG.LGD,0,PSG.LGD.xNova,Jakiro,Safe Lane,-,12,6,1.9,40,189,252,16.6,Observer Ward,0.0,Magic Stick,1.0,Tranquil Boots,18.0,Wind Lace,25.0,,,,
30,PSG.LGD,0,PSG.LGD.fy,Techies,Safe Lane,3,10,3,7.9,77,272,327,13.8,Soul Ring,5.0,Sentry Ward,12.0,Arcane Boots,12.0,Eul's Scepter of Divinity,23.0,Ghost Scepter,32.0,,
30,PSG.LGD,0,PSG.LGD.Chalice,Sand King,Safe Lane,3,8,3,7.4,127,297,329,16.3,Magic Stick,2.0,Bracer,4.0,Veil of Discord,13.0,Blink Dagger,18.0,Tranquil Boots,25.0,Point Booster,29.0
31,PSG.LGD,1,PSG.LGD.Ame,Lone Druid,Safe Lane,1,2,21,25.0,379,698,719,21.4,Boots of Speed,10.0,Clarity,10.0,,,,,,,,
31,PSG.LGD,1,PSG.LGD.Maybe,Ember Spirit,Mid Lane,12,3,17,21.4,318,610,740,50.1,Phase Boots,9.0,Eul's Scepter of Divinity,16.0,Black King Bar,27.0,Aghanim's Scepter,32.0,Mjollnir,39.0,,
31,PSG.LGD,1,PSG.LGD.xNova,Nyx Assassin,Jungle,3,10,12,8.7,50,364,527,8.0,Magic Wand,11.0,Urn of Shadows,16.0,Tranquil Boots,23.0,Force Staff,29.0,Lotus Orb,40.0,,
31,PSG.LGD,1,PSG.LGD.fy,Shadow Shaman,Safe Lane,5,10,17,10.0,81,336,367,9.7,Aether Lens,11.0,Tranquil Boots,14.0,Magic Stick,14.0,Blink Dagger,25.0,Aeon Disk,36.0,Ghost Scepter,41.0
31,PSG.LGD,1,PSG.LGD.Chalice,Dark Seer,Roaming,10,4,21,20.1,288,547,676,27.2,Soul Ring,3.0,Helm of the Dominator,10.0,Magic Stick,14.0,Guardian Greaves,25.0,Crimson Guard,30.0,Lotus Orb,36.0
32,PSG.LGD,1,PSG.LGD.Ame,Sven,Safe Lane,8,4,8,23.5,373,585,694,24.8,Power Treads,7.0,Mask of Madness,12.0,Heaven's Halberd,21.0,Black King Bar,27.0,Blink Dagger,32.0,Assault Cuirass,39.0
32,PSG.LGD,1,PSG.LGD.Maybe,Alchemist,Mid Lane,3,3,19,31.1,459,934,718,43.7,Radiance,15.0,Manta Style,19.0,Shiva's Guard,25.0,Black King Bar,31.0,Mjollnir,35.0,Boots of Travel,37.0
32,PSG.LGD,1,PSG.LGD.xNova,Jakiro,Safe Lane,4,14,15,4.5,76,261,340,17.9,Observer and Sentry Wards,0.0,Magic Stick,1.0,Smoke of Deceit,3.0,Arcane Boots,20.0,Ghost Scepter,35.0,Cloak,40.0
32,PSG.LGD,1,PSG.LGD.fy,Rubick,Mid Lane,5,4,21,12.6,94,326,453,20.4,Aether Lens,10.0,Blink Dagger,21.0,Ghost Scepter,27.0,Gem of True Sight,30.0,Aghanim's Scepter,40.0,,
32,PSG.LGD,1,PSG.LGD.Chalice,Doom,Off Lane,12,7,12,24.8,184,533,635,29.1,Phase Boots,6.0,Vladmir's Offering,13.0,Crimson Guard,23.0,Blink Dagger,30.0,Lotus Orb,34.0,Refresher Orb,40.0
33,PSG.LGD,1,PSG.LGD.Ame,Wraith King,Safe Lane,3,2,8,17.1,265,619,595,7.3,Quelling Blade,0.0,Magic Stick,3.0,Power Treads,8.0,Drum of Endurance,10.0,Radiance,19.0,Shiva's Guard,24.0
33,PSG.LGD,1,PSG.LGD.Maybe,Arc Warden,Mid Lane,8,1,2,19.3,250,705,675,16.4,Wraith Band,1.0,Wraith Band,3.0,Hand of Midas,11.0,Mjollnir,19.0,Boots of Travel,21.0,Manta Style,26.0
33,PSG.LGD,1,PSG.LGD.xNova,Chen,Safe Lane,-,3,9,4.5,39,235,327,4.0,Sentry Ward,0.0,Medallion of Courage,6.0,Boots of Speed,13.0,Infused Raindrops,15.0,Headdress,22.0,Vladmir's Offering,25.0
33,PSG.LGD,1,PSG.LGD.fy,Earthshaker,Off Lane,3,5,11,6.8,57,291,400,7.2,Tranquil Boots,5.0,Soul Ring,6.0,Sentry Ward,8.0,Blink Dagger,14.0,Smoke of Deceit,23.0,Point Booster,26.0
33,PSG.LGD,1,PSG.LGD.Chalice,Batrider,Off Lane,5,0,13,11.6,157,449,541,12.9,Boots of Travel,7.0,Drum of Endurance,12.0,Blink Dagger,17.0,Eul's Scepter of Divinity,22.0,,,,
34,PSG.LGD,1,PSG.LGD.Ame,Morphling,,11,0,8,31.5,433,753,785,38.7,,,,,,,,,,,,
34,PSG.LGD,1,PSG.LGD.Maybe,Leshrac,,8,4,12,24.9,396,649,683,30.6,,,,,,,,,,,,
34,PSG.LGD,1,PSG.LGD.xNova,Shadow Shaman,,3,8,13,5.1,48,279,326,8.3,,,,,,,,,,,,
34,PSG.LGD,1,PSG.LGD.fy,Pangolier,,3,10,19,11.8,106,340,490,18.0,,,,,,,,,,,,
34,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,,7,1,22,22.2,340,594,580,26.2,,,,,,,,,,,,
35,PSG.LGD,1,PSG.LGD.Ame,Lone Druid,,4,0,4,13.3,190,625,541,13.4,,,,,,,,,,,,
35,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,,7,0,5,11.8,168,578,626,14.6,,,,,,,,,,,,
35,PSG.LGD,1,PSG.LGD.xNova,Earth Spirit,,2,3,12,2.9,4,244,266,7.5,,,,,,,,,,,,
35,PSG.LGD,1,PSG.LGD.fy,Shadow Shaman,,1,5,8,5.6,32,279,336,4.6,,,,,,,,,,,,
35,PSG.LGD,1,PSG.LGD.Chalice,Dark Seer,,7,0,9,10.1,139,496,494,12.7,,,,,,,,,,,,
36,PSG.LGD,1,PSG.LGD.Ame,Lycan,,12,5,6,12.0,116,621,472,12.1,,,,,,,,,,,,
36,PSG.LGD,1,PSG.LGD.Maybe,Medusa,,3,0,13,12.8,177,623,670,13.9,,,,,,,,,,,,
36,PSG.LGD,1,PSG.LGD.xNova,Disruptor,,-,3,16,3.5,11,279,325,6.3,,,,,,,,,,,,
36,PSG.LGD,1,PSG.LGD.fy,Pangolier,,2,3,9,6.9,52,366,357,7.5,,,,,,,,,,,,
36,PSG.LGD,1,PSG.LGD.Chalice,Batrider,,7,2,15,9.0,77,455,467,10.7,,,,,,,,,,,,
37,PSG.LGD,1,PSG.LGD.Ame,Naga Siren,,5,0,5,20.2,369,715,698,13.5,,,,,,,,,,,,
37,PSG.LGD,1,PSG.LGD.Maybe,Sniper,,7,2,6,15.5,231,542,525,14.8,,,,,,,,,,,,
37,PSG.LGD,1,PSG.LGD.xNova,Jakiro,,-,2,13,3.8,37,232,323,4.9,,,,,,,,,,,,
37,PSG.LGD,1,PSG.LGD.fy,Doom,,3,2,11,10.4,99,388,426,9.0,,,,,,,,,,,,
37,PSG.LGD,1,PSG.LGD.Chalice,Batrider,,4,0,6,11.9,175,429,554,10.3,,,,,,,,,,,,
38,PSG.LGD,1,PSG.LGD.Ame,Morphling,,4,2,7,29.6,463,684,649,36.3,,,,,,,,,,,,
38,PSG.LGD,1,PSG.LGD.Maybe,Necrophos,,7,4,10,23.6,381,539,556,24.6,,,,,,,,,,,,
38,PSG.LGD,1,PSG.LGD.xNova,Lion,,2,5,7,6.7,68,304,318,4.4,,,,,,,,,,,,
38,PSG.LGD,1,PSG.LGD.fy,Doom,,2,2,9,17.4,163,406,399,13.3,,,,,,,,,,,,
38,PSG.LGD,1,PSG.LGD.Chalice,Pugna,,3,5,6,15.9,197,397,415,21.5,,,,,,,,,,,,
39,PSG.LGD,0,PSG.LGD.Ame,Razor,,5,5,7,16.9,345,540,645,18.1,,,,,,,,,,,,
39,PSG.LGD,0,PSG.LGD.Maybe,Queen of Pain,,8,4,8,19.4,326,566,712,16.4,,,,,,,,,,,,
39,PSG.LGD,0,PSG.LGD.xNova,Bane,,2,3,8,2.8,33,208,307,5.0,,,,,,,,,,,,
39,PSG.LGD,0,PSG.LGD.fy,Enigma,,8,7,10,14.7,203,463,451,16.4,,,,,,,,,,,,
39,PSG.LGD,0,PSG.LGD.Chalice,Tidehunter,,1,6,13,13.8,264,433,645,19.1,,,,,,,,,,,,
40,PSG.LGD,1,PSG.LGD.Ame,Sven,,7,1,9,16.0,246,626,668,13.6,,,,,,,,,,,,
40,PSG.LGD,1,PSG.LGD.Maybe,Medusa,,9,0,7,19.6,284,768,810,17.4,,,,,,,,,,,,
40,PSG.LGD,1,PSG.LGD.xNova,Lion,,4,3,12,4.3,14,283,342,6.2,,,,,,,,,,,,
40,PSG.LGD,1,PSG.LGD.fy,Pangolier,,5,1,13,9.6,79,393,520,15.1,,,,,,,,,,,,
40,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,,-,3,19,10.8,151,478,497,16.3,,,,,,,,,,,,
41,PSG.LGD,1,PSG.LGD.Ame,Sven,,6,2,11,23.0,365,615,737,15.3,,,,,,,,,,,,
41,PSG.LGD,1,PSG.LGD.Maybe,Arc Warden,,10,0,5,29.8,362,794,721,40.9,,,,,,,,,,,,
41,PSG.LGD,1,PSG.LGD.xNova,Disruptor,,-,4,13,5.3,50,264,359,5.1,,,,,,,,,,,,
41,PSG.LGD,1,PSG.LGD.fy,Doom,,4,3,11,14.1,113,393,435,8.6,,,,,,,,,,,,
41,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,,3,2,14,20.4,299,562,625,12.7,,,,,,,,,,,,
42,PSG.LGD,0,PSG.LGD.Ame,Phantom Assassin,Safe Lane,7,1,5,22.8,476,636,518,28.0,Magic Wand,3.0,Power Treads,7.0,Black King Bar,18.0,Manta Style,24.0,Desolator,27.0,Satanic,35.0
42,PSG.LGD,0,PSG.LGD.Maybe,Lina,Mid Lane,3,7,5,12.1,265,401,398,19.3,Null Talisman,2.0,Eul's Scepter of Divinity,15.0,Aether Lens,19.0,Phase Boots,21.0,Aghanim's Scepter,33.0,,
42,PSG.LGD,0,PSG.LGD.xNova,Grimstroke,Safe Lane,1,14,11,1.6,33,202,222,7.1,Magic Stick,1.0,Sentry Ward,1.0,Tranquil Boots,38.0,,,,,,
42,PSG.LGD,0,PSG.LGD.fy,Magnus,Roaming,2,4,6,7.4,51,207,306,4.3,Magic Stick,1.0,Arcane Boots,3.0,Blink Dagger,17.0,Observer Ward,18.0,Shadow Blade,37.0,Clarity,37.0
42,PSG.LGD,0,PSG.LGD.Chalice,Doom,Safe Lane,2,5,10,11.6,142,398,444,10.6,Phase Boots,10.0,Dust of Appearance,12.0,Black King Bar,23.0,Vladmir's Offering,28.0,Blink Dagger,35.0,Platemail,38.0
43,PSG.LGD,1,PSG.LGD.Ame,Monkey King,Safe Lane,5,5,18,26.3,408,608,584,45.7,Echo Sabre,14.0,Heaven's Halberd,25.0,Radiance,35.0,Ghost Scepter,41.0,Black King Bar,46.0,Refresher Orb,54.0
43,PSG.LGD,1,PSG.LGD.Maybe,Medusa,Mid Lane,10,4,12,33.4,683,761,699,47.5,Manta Style,16.0,Butterfly,22.0,Eye of Skadi,29.0,Monkey King Bar,35.0,Satanic,41.0,Boots of Travel,53.0
43,PSG.LGD,1,PSG.LGD.xNova,Witch Doctor,Safe Lane,8,10,15,6.8,33,316,345,17.7,Magic Stick,2.0,Smoke of Deceit,2.0,Arcane Boots,10.0,Force Staff,45.0,,,,
43,PSG.LGD,1,PSG.LGD.fy,Earthshaker,Off Lane,1,5,18,11.9,50,252,437,20.4,Tranquil Boots,6.0,Magic Wand,8.0,Blink Dagger,19.0,Force Staff,30.0,Ghost Scepter,38.0,Gem of True Sight,53.0
43,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,Off Lane,4,2,22,26.8,422,546,505,31.5,Power Treads,6.0,Vladmir's Offering,15.0,Crimson Guard,23.0,Scythe of Vyse,30.0,Heaven's Halberd,40.0,Assault Cuirass,47.0
44,PSG.LGD,0,PSG.LGD.Ame,Ursa,Off Lane,8,4,3,20.4,349,571,573,21.2,Phase Boots,4.0,Drum of Endurance,9.0,Diffusal Blade,15.0,Black King Bar,22.0,Blink Dagger,31.0,Abyssal Blade,36.0
44,PSG.LGD,0,PSG.LGD.Maybe,Templar Assassin,Mid Lane,4,4,6,24.1,420,585,612,20.6,Power Treads,8.0,Desolator,15.0,Blink Dagger,21.0,Hurricane Pike,25.0,Black King Bar,30.0,Scythe of Vyse,39.0
44,PSG.LGD,0,PSG.LGD.xNova,Abaddon,Roaming,-,7,12,2.9,42,217,288,10.9,Observer and Sentry Wards,0.0,Smoke of Deceit,3.0,Tranquil Boots,18.0,Magic Wand,23.0,Quelling Blade,37.0,,
44,PSG.LGD,0,PSG.LGD.fy,Shadow Shaman,Safe Lane,2,8,4,10.4,110,290,334,12.6,Magic Stick,2.0,Smoke of Deceit,11.0,Aether Lens,15.0,Tranquil Boots,17.0,Blink Dagger,28.0,Black King Bar,41.0
44,PSG.LGD,0,PSG.LGD.Chalice,Beastmaster,Safe Lane,2,8,11,12.8,209,379,547,11.6,Quelling Blade,3.0,Phase Boots,10.0,Vladmir's Offering,16.0,Solar Crest,27.0,Blink Dagger,32.0,Force Staff,36.0
45,PSG.LGD,1,PSG.LGD.Ame,Ember Spirit,Safe Lane,7,0,11,20.1,275,589,654,29.0,Phase Boots,9.0,Drum of Endurance,13.0,Radiance,23.0,Lotus Orb,28.0,Aegis of the Immortal,32.0,Soul Booster,32.0
45,PSG.LGD,1,PSG.LGD.Maybe,Queen of Pain,Mid Lane,9,1,9,20.1,275,592,632,32.1,Null Talisman,1.0,Magic Wand,8.0,Power Treads,9.0,Orchid Malevolence,19.0,Shiva's Guard,25.0,Linken's Sphere,31.0
45,PSG.LGD,1,PSG.LGD.xNova,Abaddon,Safe Lane,1,8,13,4.1,28,235,374,7.2,Smoke of Deceit,2.0,Magic Wand,11.0,Tranquil Boots,30.0,Ghost Scepter,33.0,,,,
45,PSG.LGD,1,PSG.LGD.fy,Pangolier,Roaming,5,4,12,11.5,140,355,488,10.9,Magic Stick,1.0,Javelin,8.0,Guardian Greaves,25.0,Smoke of Deceit,25.0,Blink Dagger,31.0,,
45,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,Off Lane,2,2,16,18.0,229,535,484,21.2,Phase Boots,5.0,Drum of Endurance,13.0,Hand of Midas,17.0,Vladmir's Offering,22.0,Crimson Guard,28.0,Scythe of Vyse,33.0
46,PSG.LGD,1,PSG.LGD.Ame,Morphling,Off Lane,11,0,3,26.6,398,757,691,17.4,Power Treads,6.0,Ethereal Blade,16.0,Linken's Sphere,21.0,Manta Style,26.0,Black King Bar,31.0,Eye of Skadi,37.0
46,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,Mid Lane,12,3,12,22.5,371,666,768,21.6,Bottle,3.0,Power Treads,10.0,Kaya,15.0,Bloodstone,21.0,Orchid Malevolence,27.0,Black King Bar,32.0
46,PSG.LGD,1,PSG.LGD.xNova,Vengeful Spirit,Off Lane,1,2,18,6.0,50,278,387,5.6,Smoke of Deceit,3.0,Enchanted Mango,11.0,Infused Raindrops,14.0,Magic Wand,21.0,Tranquil Boots,23.0,Aether Lens,33.0
46,PSG.LGD,1,PSG.LGD.fy,Pangolier,Safe Lane,3,0,18,14.2,166,424,606,11.7,Javelin,7.0,Magic Wand,20.0,Dust of Appearance,20.0,Guardian Greaves,24.0,Blink Dagger,29.0,Gem of True Sight,34.0
46,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,Safe Lane,5,3,18,21.6,344,638,629,16.9,Power Treads,5.0,Magic Wand,7.0,Drum of Endurance,11.0,Vladmir's Offering,15.0,Pipe of Insight,20.0,Scythe of Vyse,28.0
47,PSG.LGD,0,PSG.LGD.Ame,Faceless Void,Safe Lane,4,6,6,18.3,332,506,547,17.5,Mask of Madness,6.0,Power Treads,8.0,Magic Wand,9.0,Black King Bar,18.0,Mjollnir,31.0,Monkey King Bar,38.0
